primary_title,start_year,runtime_minutes,genres,vote_average,vote_count,Top Cast,Director,popularity,Budget,Revenue
Exit Through the Gift Shop,2010,87.0,"Comedy,Crime,Documentary",7.7,467,"Rhys Ifans, Thierry Guetta, Banksy, Shepard Fairey, INVADER",Banksy,8.696,0.0,4790751
Exit to Hell,2013,81.0,"Action,Horror,Thriller",2.6,5,"Kane Hodder, Tiffany Shepis, Rena Riffel, Dan Higgins, Dustin Leighton",Robert Conway,0.6,0.0,0
Exodus to Shanghai,2015,79.0,"Action,Adventure,Drama",6.0,2,"Yaara Benbenishty, Alexandre Nguyen, Markus von Lingen, David Yu, Maia Morgenstern",Anthony Hickox,0.6,0.0,0
Exodus: Gods and Kings,2014,150.0,"Action,Adventure,Drama",5.7,2909,"Christian Bale, Joel Edgerton, Ben Kingsley, John Turturro, Aaron Paul",Ridley Scott,26.789,140000000.0,268031828
Exorcist Chronicles,2013,88.0,Horror,2.7,5,"Rudy Barrow, Liz Mente Bishop, Nathan Head, Emma Robins, Bob Lee",Philip Gardiner,0.6,100.0,0
Exotic,2016,63.0,"Biography,Documentary",1.0,1,"Rachel Aimee, Annie Sprinkle",Amy Oden,0.6,0.0,0
Expecting,2018,57.0,Thriller,4.9,23,"Radha Mitchell, Michelle Monaghan, Jon Dore, Michael Weston, Mimi Kennedy",Jessie McCormack,5.785,0.0,0
Expedition Sasquatch,2018,53.0,Documentary,10.0,1,"Justin Chernipeski, Robert McNeill",Justin Chernipeski,0.654,0.0,0
Expelled,2014,85.0,Comedy,5.9,363,"Cameron Dallas, Matt Shively, Lia Marie Johnson, Marcus Johns, Andrea Russett",Alex Goyette,7.533,0.0,0
Expendable,2012,104.0,"Crime,Documentary,News",7.5,2,,Kathy Manning,0.84,0.0,0
Experimenter,2015,98.0,"Biography,Drama,History",6.6,267,"Peter Sarsgaard, Winona Ryder, Jim Gaffigan, Edoardo Ballerini, John Palladino",Michael Almereyda,7.914,0.0,224145
Expiation,2012,123.0,"Drama,War",4.3,3,"Viktoriya Romanenko, Rinal Mukhametov, Andrei Panin, Tatyana Yakovenko, Viktor Sukhorukov",Aleksandr Proshkin,0.634,0.0,0
Expiration,2011,92.0,"Horror,Thriller",5.3,10,"Brandon Auret, Clive Gilson, Craig Hawks, Christien Le Roux, Ryan Macquet",Alastair Orr,1.778,70000.0,0
Explosion,2017,106.0,"Action,Thriller",8.0,2,"Duan Yihong, Yu Nan, Wang Jingchun, Cheng Taishen, Zheng Chuyi",Chang Zheng,0.942,0.0,0
Expo,2018,,"Action,Crime,Drama",6.0,1,"Sam Basile, Ava Cantrell, Davis Desmond, Daniela Flynn, Daniela Flynn",Joe Sill,0.6,0.0,0
Exporting Raymond,2010,86.0,"Comedy,Documentary",6.9,21,"Stanislav Duzhnikov, Anna Frolovtseva, Phil Rosenthal",Phil Rosenthal,1.056,0.0,0
Exposed,2012,82.0,"Drama,Mystery,Thriller",4.6,248,"Keanu Reeves, Ana de Armas, Mira Sorvino, Christopher McDonald, Laura Gómez",Gee Malik Linton,8.32,0.0,269915
Expressway to Your Skull,2014,84.0,"Horror,Thriller",3.0,1,,,0.6,100000.0,0
Exquisite Corpse,2010,102.0,"Horror,Romance,Thriller",5.3,3,"Steve Sandvoss, Nicole Vicius, Guillermo Díaz, Tessa Thompson, Larry Cedar",Scott David Russell,1.4,0.0,0
Exscind,2016,80.0,Horror,4.0,2,"Dave Andrews, Louie Babcock, Philip Bumgardner, Amy Byzewski, Jason Carey",Les Sholes,0.666,0.0,0
Exteriors,2011,80.0,Drama,1.0,1,"Joshua Bowman, Ruta Gedmintas, Allan Hyde, Mariel Gomsrud, Marita Gomsrud",Matt Paley,0.625,0.0,0
Extinction,2015,112.0,"Drama,Horror,Sci-Fi",5.9,850,"Michael Peña, Lizzy Caplan, Israel Broussard, Mike Colter, Lex Shrapnel",Ben Young,13.757,0.0,1451864
Extinction: The G.M.O. Chronicles,2011,110.0,"Drama,Horror,Sci-Fi",5.0,19,"Daniel Buder, Luise Bähr, Jerry Coyle, Tobias Kay, Lee Rychter",Niki Drozdowski,1.231,0.0,0
Extortion,2017,108.0,"Action,Adventure,Crime",6.1,129,"Bethany Joy Lenz, Danny Glover, Tim Griffin, Eion Bailey, Barkhad Abdi",Phil Volken,10.871,0.0,0
Extracted,2012,85.0,"Drama,Sci-Fi",6.1,107,"Sasha Roiz, Jenny Mollen, Dominic Bogart, Richard Riehle, Ty Simpkins",Nir Paniry,7.052,0.0,0
Extraction,2015,,"Action,Crime,Thriller",4.5,175,"Bruce Willis, Gina Carano, Kellan Lutz, D. B. Sweeney, Dan Bilzerian",Steven C. Miller,11.882,0.0,16775
Extraction Day,2014,106.0,Action,5.3,4,"Jeremy Ninaber, Allison Busner, Jannah Kitzman, Andrew Roth",Matthew Ninaber,4.323,0.0,0
Extraordinary,2017,86.0,Drama,8.0,1,"Kirk Cameron, Karen Abercrombie, Bailey Anderson, Ashley Bratcher, Cameron Arnett",Scotty Curlee,0.698,2000000.0,0
Extraordinary Measures,2010,106.0,Drama,6.3,153,"Brendan Fraser, Harrison Ford, Keri Russell, Courtney B. Vance, Meredith Droeger",Tom Vaughan,6.3,31000000.0,15134293
Extraordinary Tales,2013,73.0,"Animation,Horror,Mystery",6.2,45,"Christopher Lee, Bela Lugosi, Julian Sands, Guillermo del Toro, Roger Corman",Raúl García,2.26,0.0,0
Extraordinary: The Stan Romanek Story,2013,105.0,"Documentary,Drama,Sci-Fi",5.0,23,Stan Romanek,Jon Sumple,1.119,0.0,0
Extraterrestrial,2014,101.0,"Horror,Mystery,Sci-Fi",5.0,249,"Brittany Allen, Melanie Papalia, Jesse Moss, Anja Savcic, Sean Rogerson",Colin Minihan,8.228,0.0,0
Extremely Loud & Incredibly Close,2011,129.0,"Adventure,Drama,Mystery",7.0,1231,"Tom Hanks, Sandra Bullock, Thomas Horn, Viola Davis, John Goodman",Stephen Daldry,9.828,40000000.0,55200000
Extremity,2018,103.0,Horror,5.4,11,"Chad Rook, September D'Angelo, Natalie Victoria, J. LaRose, Jeffrey Reddick",Anthony DiBlasi,6.929,0.0,0
Eye in the Sky,2015,102.0,"Drama,Thriller,War",7.1,850,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi, Jeremy Northam",Gavin Hood,10.219,13000000.0,18704595
Eyes In The Hills,2018,70.0,Thriller,1.5,2,"Hailey Clearwater, Devin Roane",Bob Bragg,1.304,0.0,0
Eyes in the Dark,2010,78.0,"Horror,Sci-Fi,Thriller",3.9,7,"Wayne Bastrup, Melissa Goad, John Soren",Bjorn Anderson,1.927,0.0,0
Eyes of the Mothman,2011,150.0,Documentary,3.3,3,"James Beichler, Beau T. Bellamy, Dennis D. Bellamy, Roy Cross, Danny S. Cutler",Matthew J. Pellowski,0.6,0.0,0
F(l)ag Football,2014,94.0,"Documentary,Sport",2.0,1,,Seth Greenleaf,0.6,0.0,0
F*&% the Prom,2017,92.0,"Comedy,Drama",5.5,165,"Danielle Campbell, Joel Courtney, Meg DeLacy, Madelaine Petsch, Michael Chey",Benny Fine,9.364,0.0,0
F.R.E.D.I.,2018,89.0,"Adventure,Family,Sci-Fi",6.1,10,"Kelly Hu, Lucius Hoyos, Reid Miller, Casimere Jollette, Chloe Lukasiak",Sean Olson,4.614,0.0,0
FDR: American Badass!,2012,93.0,"Action,Comedy",5.3,23,"Barry Bostwick, Bruce McGill, Lin Shaye, Ray Wise, Ross Patterson",Garrett Brawith,1.628,0.0,0
FESTED: A Journey to Fest 7,2010,105.0,"Documentary,Music",9.5,1,,,0.6,0.0,0
FML,2016,98.0,Comedy,10.0,2,"Jason Nash, Brandon Calvillo, Eric Artell, Bart Baker, John Baldecchi",Jason Nash,1.371,0.0,0
FP2: Beats of Rage,2018,,"Action,Comedy",8.5,1,"Jason Trost, Art Hsu, Tallay Wickham",Jason Trost,1.291,0.0,0
Faberge: A Life of Its Own,2014,87.0,"Documentary,History",8.0,1,Samuel West,Patrick Mark,0.6,0.0,0
Face 2 Face,2012,150.0,"Crime,Drama,Family",6.1,22,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan",Matthew Toronto,1.46,0.0,0
Face of Evil,2016,90.0,"Horror,Thriller",3.7,3,"Scott Baxter, Chad Bishop, Jamie Bernadette, David Alan Graf, Shobhit Agarwal",Vito Dinatolo,0.725,200000.0,0
Faces,2011,135.0,,5.7,3,"Tom Ryan, Paul Gmitter, Edward X. Young, Deana Demko, Bradley Creanzo",Tom Ryan,0.697,0.0,0
Faces in the Crowd,2011,103.0,"Crime,Drama,Mystery",5.9,234,"Milla Jovovich, Julian McMahon, David Atrakchi, Michael Shanks, Marianne Faithfull",Julien Magnat,7.547,15000000.0,0
Facing Darkness,2017,93.0,"Documentary,Drama",7.0,2,"Franklin Graham, Kent Brantly, Amber Brantly, Nancy Writebol, Ken Isaacs",Arthur Rasco,0.6,0.0,0
Factory of Paranormal,2017,72.0,Horror,1.0,1,"Jeff Profitt, Lauren Reinas, Lindsay Mason",Jeff Profitt,0.6,0.0,0
Fade Away,2016,110.0,"Action,Drama",6.0,1,"Thomas Mikal Ford, Omar Gooding, Chrystale Wilson, Clifton Powell, Stephanie Berry",Antwan Smith,0.6,0.0,0
Fading Gigolo,2013,90.0,Comedy,5.8,351,"John Turturro, Woody Allen, Vanessa Paradis, Liev Schreiber, Sharon Stone",John Turturro,7.613,0.0,2681345
Fading West,2013,84.0,"Documentary,Family,Music",6.3,4,"Jon Foreman, Tim Foreman, Chad Butler, Jerome Fontamillas, Drew Shirley",Matt Katsolis,0.6,0.0,0
Faeryville,2014,95.0,"Action,Drama,Fantasy",6.8,2,"Lyon Sim, Aaron Samuel Yong, Tanya Graham",Tzang Merwyn Tong,0.6,0.0,0
Fagbug Nation,2014,88.0,"Adventure,Documentary,Drama",5.0,1,,Erin Davies,0.6,0.0,0
Fahrenheit 11/9,2018,128.0,Documentary,7.1,142,"Michael Moore, Alexandria Ocasio-Cortez, Bernie Sanders, David Hogg, Donald Trump",Michael Moore,10.003,0.0,0
Fahrenheit 451,2018,100.0,"Drama,Sci-Fi,Thriller",5.4,362,"Michael B. Jordan, Michael Shannon, Sofia Boutella, Khandi Alexander, Lilly Singh",Ramin Bahrani,11.657,0.0,0
Fail State,2017,93.0,Documentary,0.0,1,"Tom Harkin, Maxine Waters",Alex Shebanow,0.6,0.0,0
Failure,2017,,Sci-Fi,6.7,3,"Michael Cera, Aubrey Plaza",Michael Cera,0.6,0.0,0
Fair Game,2010,108.0,"Biography,Drama,Thriller",6.6,384,"Naomi Watts, Sean Penn, Sam Shepard, Noah Emmerich, Michael Kelly",Doug Liman,11.624,22000000.0,25806953
Fair Haven,2016,90.0,Drama,6.2,40,"Tom Wopat, Michael Grant, Gregory Harrison, Jennifer Taylor, Josh Green",Kerstin Karlhuber,2.287,0.0,0
Fairfield,2014,90.0,"Drama,Horror,Thriller",4.0,1,"Juliet Landau, Jasmine Cephas Jones, Chris Riggi, Grant Rosenmeyer, Jack Buckley",Mattheau O'Brian,0.6,0.0,0
Fairhaven,2012,81.0,"Comedy,Drama",4.4,5,"Chris Messina, Rich Sommer, Tom O'Brien, Sarah Paulson, Alexie Gilmore",Tom O'Brien,1.597,0.0,0
Fairlane Road,2016,92.0,"Drama,Mystery,Thriller",4.5,2,"Anthony Sherritt, Gualtiero Negrini, Lucy Kazarian, Bettina Devin, Kristen Hansen",Gualtiero Negrini,0.6,30000.0,0
Fairview St.,2010,110.0,Drama,10.0,1,"Michael McCallum, Elizabeth G. Moore, Jerrod Root, Jeff Bone, William C. McCallum",Michael McCallum,0.6,30000.0,0
Faith Connections,2013,115.0,"Biography,Documentary,Drama",4.2,3,"Bhole Baba, Hatha Yogi Baba, Pant Shirt Baba, Baby Bajrangi, Shriman Umeshanad Brahmachari",Pan Nalin,0.6,550000.0,0
Faith of Our Fathers,2015,96.0,Drama,7.6,8,"Stephen Baldwin, Kevin Downes, David A.R. White, Candace Cameron Bure, Carey Scott",Carey Scott,1.173,0.0,0
"Faith, Fraud, & Minimum Wage",2011,98.0,"Comedy,Drama",4.6,4,"Callum Keith Rennie, Martha MacIsaac, Ricky Mabe, Don Allison, Matthew Amyotte",George Mihalka,0.6,0.0,0
Fake,2011,107.0,"Crime,Mystery,Thriller",5.0,3,"Gabriel Mann, Jill Flint, David Thornton, Fisher Stevens, Robert Clohessy",Gregory W. Friedle,2.498,0.0,0
Fake It So Real,2011,95.0,Documentary,7.5,2,Gabriel Croft,Robert Greene,0.655,0.0,0
Fake Tattoos,2017,87.0,"Drama,Romance",6.3,10,"Anthony Therrien, Rose-Marie Perreault, Lysandre Nadeau, Brigitte Poupart, Nicole-Sylvie Lagarde",Pascal Plante,3.727,0.0,0
Falcon Rising,2014,103.0,"Action,Adventure",5.8,126,"Michael Jai White, Neal McDonough, Lateef Crowder, Laila Ali, Hazuki Kato",Ernie Barbarash,10.059,4500000.0,11774
Falcon Song,2014,105.0,"Family,Fantasy,Western",5.0,1,"Rainey Qualley, Gabriel Sunday, Martin Kove, Jim Storm, Hart Turner",Jason Corgan Brown,0.6,0.0,0
Fall,2018,,Drama,1.0,1,"Shereen Lani Younes, Jamie Gray Hyder, Rhoda Pell, Raj Desai",Shereen Lani Younes,1.363,0.0,0
Fall City,2018,93.0,"Drama,Romance",6.0,8,"Dashiell Wolf, Meranda Long, Paul Hobson, Riley Hardy, Tim Threlfall",Nathan D. Lee,2.798,0.0,0
Fall Out Boy: The Boys of Zummer Tour Live in Chicago,2016,67.0,Music,10.0,1,"Pete Wentz, Joe Trohman, Andy Hurley, Patrick Stump",,0.6,0.0,0
Fall of Grace,2017,81.0,Horror,2.4,8,"Joshua Winch, Gerald Crum, Sheri Davis, Skyler Blodgett, Shanon Snedden",Michael Crum,1.803,0.0,0
Fall to Grace,2013,48.0,Documentary,5.0,1,,Alexandra Pelosi,0.6,0.0,0
Fallen,2016,91.0,"Adventure,Drama,Fantasy",6.0,995,"Addison Timlin, Jeremy Irvine, Juliet Aubrey, Harrison Gilbertson, Lola Kirke",Scott Hicks,11.287,0.0,0
Fallen Souls,2010,119.0,"Sci-Fi,Thriller",10.0,1,"Raquel Barcena, Eugene Beard, Joseph Luis Caballero, Diana Castrillon, Kris Desautels",Salvador Barcena,0.6,100.0,0
Fallen Stars,2017,88.0,"Comedy,Drama",6.5,6,"Ryan O'Nan, Michelle Ang, Leslie David Baker, Jennifer Irwin, Elizabeth Sung",Brian Jett,1.399,0.0,0
Falling,2015,93.0,Drama,7.0,1,,Robert Todd,0.6,0.0,0
Falling Overnight,2011,86.0,"Drama,Romance",5.8,10,"Parker Croft, Emilia Ares, Barak Hardley, Millie Zinner, Jake Olson",Conrad Jackson,2.32,50000.0,0
Falling Uphill,2012,83.0,"Comedy,Drama,Romance",5.3,3,"Ari Kanamori, Jessiqa Pace, Jack McGee",Richard J. Bosner,0.6,0.0,0
Falls the Shadow,2011,93.0,"Action,Horror,Thriller",2.9,6,"Jordan Bakke, Bethany Berryessa, Ron Berryessa, Annie Thurman, Steven Berryessa",Steven Berryessa,0.907,0.0,0
Fame High,2012,101.0,Documentary,6.9,7,,Scott Hamilton Kennedy,1.355,0.0,0
Family,2015,79.0,Thriller,8.5,3,"Taylor Schilling, Brian Tyree Henry, Bryn Vale, Allison Tolman, Fabrizio Guido",Laura Steinel,2.276,0.0,0
Family Band: The Cowsills Story,2011,90.0,"Biography,Documentary,Family",9.0,1,Bob Cowsill,Louise Palanker,0.6,0.0,0
Family Blood,2018,92.0,"Horror,Thriller",4.6,70,"Vinessa Shaw, James Ransone, Colin Ford, Eloise Lushina, Ajiona Alexus",Sonny Mallhi,9.259,0.0,0
Family Life,2018,95.0,Documentary,5.0,1,"Blanca Lewin, Cristián Carvajal, Adara Casassus, Alejandro Zambra, Barbara Sanhueza",Alicia Scherson,0.6,0.0,0
Family Portrait in Black and White,2011,90.0,Documentary,7.0,1,,Julia Ivanova,0.6,0.0,0
Family Possessions,2016,111.0,Horror,4.3,4,"Felissa Rose, Mark Patton, Jason Vail, Leah Wiseman, Elizabeth Mears",Tommy Faircloth,1.112,0.0,0
Family Secret,2015,111.0,"Horror,Mystery,Thriller",8.0,1,"Forris Day Jr., Leeann Aubuchon, Brent Northup, Steven Joseph Adams, Martin DuPlessis",Geno McGahee,0.631,0.0,0
Family Vanished,2018,86.0,Thriller,4.0,4,"Kelly Packard, Jennifer Taylor, Madison Dirks, Todd Cahoon, Jett Wilder",Robert Malenfant,1.468,0.0,0
Family Weekend,2013,105.0,"Comedy,Drama",6.3,93,"Olesya Rulin, Kristin Chenoweth, Matthew Modine, Joey King, Shirley Jones",Benjamin Epps,6.512,0.0,0
Famine,2011,77.0,"Comedy,Horror",3.1,7,"Beth Cantor, Christopher Patrick Donoghue, Nathan Durec",Ryan Nicholson,1.574,250000.0,0
Famous Nathan,2014,86.0,Documentary,5.3,3,,Lloyd Handwerker,0.84,0.0,0
Fandry,2013,101.0,"Drama,Family",8.0,1,,,0.6,,
Fantastic Beasts and Where to Find Them,2016,132.0,"Adventure,Family,Fantasy",7.4,12152,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell",David Yates,28.563,180000000.0,809342332
Fantastic Beasts: The Crimes of Grindelwald,2018,134.0,"Adventure,Family,Fantasy",6.9,4870,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Johnny Depp",David Yates,48.508,200000000.0,654900000
Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.4,3837,"Miles Teller, Michael B. Jordan, Kate Mara, Jamie Bell, Toby Kebbell",Josh Trank,16.36,120000000.0,167977596
Far Out Isn't Far Enough: The Tomi Ungerer Story,2012,98.0,Documentary,6.9,5,"Tomi Ungerer, Maurice Sendak, Jules Feiffer, Barney Rosset",Brad Bernstein,0.84,0.0,0
Far from Afghanistan,2012,120.0,"Documentary,War",5.0,1,,John Gianvito,0.876,0.0,0
Far from Home,2019,,"Adventure,Drama,Thriller",5.4,5,"Barry Watson, Aleks Paunovic, Stefanie von Pfetten, Eli Goree, Paul McGillion",Michael M. Scott,1.941,0.0,0
Far from Men,2014,101.0,"Drama,War,Western",6.9,64,"Viggo Mortensen, Reda Kateb, Djemel Barek, Vincent Martin, Nicolas Giraud",David Oelhoffen,3.157,7700000.0,0
Far from the Madding Crowd,2015,119.0,"Drama,Romance",7.0,586,"Carey Mulligan, Matthias Schoenaerts, Michael Sheen, Tom Sturridge, Juno Temple",Thomas Vinterberg,8.683,14500000.0,30300000
Far from the Tree,2017,82.0,Documentary,10.0,1,"Cheryl Allison, Gabriel Rush, Angie Bolling, Michael Hunsaker, Stephen Newton",Dave Thomas,0.6,25000.0,0
Farah Goes Bang,2013,92.0,Comedy,6.0,2,"Nikohl Boosheri, Kandis Fay, Kiran Deol, Michael Steger, Grace Parra Janney",Meera Menon,0.6,0.0,0
Fare,2016,75.0,"Drama,Thriller",4.2,5,"Thomas Torrey, Katherine Drew, J.R. Adduci, Pat Dortch, Sloan Stewart",Thomas Torrey,1.26,0.0,0
Farewell,2013,57.0,"Documentary,Family",8.5,2,,Chen Yang Hsu,0.6,0.0,0
Farewell Baghdad,2010,97.0,"Drama,War",10.0,1,"Daniel Gadi, Yasmin Ayun, Uri Gavriel, Ron Shachar, Menashe Noy",Nissim Dayan,1.378,0.0,0
Farewell Ferris Wheel,2016,72.0,"Documentary,Drama,News",8.0,2,,Miguel 'M.i.G.' Martinez,0.6,0.0,0
"Farewell, My Queen",2012,100.0,"Drama,History,Romance",5.9,178,"Léa Seydoux, Diane Kruger, Virginie Ledoyen, Noémie Lvovsky, Xavier Beauvois",Benoît Jacquot,7.305,0.0,5297232
Farm,2010,73.0,"Drama,Horror,Thriller",3.5,4,"Michael Hotop, Freddie Meyer, Ashley Salazar",Hank Bausch,0.6,0.0,0
Farmageddon,2011,86.0,"Documentary,News",4.9,7,"Linda Faillace, Mark McAfee, Joel Salatin, Jackie Stowers, Eric Wagoner",Kristin Canty,0.6,0.0,52916
Fart: A Documentary,2016,74.0,"Comedy,Documentary",4.3,3,Mr. Methane,Troy Hale,0.71,0.0,0
Fashionista,2016,110.0,"Drama,Fantasy,Thriller",4.2,6,"Amanda Fuller, Eric Balfour, Alex Essoe, Ethan Embry, Alexandria DeBerry",Simon Rumley,2.126,0.0,0
Fast & Furious 6,2013,130.0,"Action,Crime,Thriller",6.8,7077,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Michelle Rodriguez",Justin Lin,2.114,160000000.0,788700000
Fast Color,2018,100.0,"Drama,Sci-Fi,Thriller",5.5,9,"Gugu Mbatha-Raw, Saniyya Sidney, Lorraine Toussaint, David Strathairn, Christopher Denham",Julia Hart,5.352,0.0,76916
Fast Five,2011,130.0,"Action,Crime,Thriller",7.2,4294,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Tyrese Gibson",Justin Lin,2.097,125000000.0,626100000
Fast and Furriest,2017,69.0,"Adventure,Animation,Comedy",2.0,1,"Justin Bott, Jason Cannon, Bob Charters, Keith Cooper, Zoe Daniels",Marco Deufemia,0.6,0.0,0
Fastball,2016,87.0,"Documentary,Sport",6.9,26,"Kevin Costner, Hank Aaron, Nolan Ryan, Derek Jeter, Denard Span",Jonathan Hock,2.37,0.0,0
Faster,2010,98.0,"Action,Crime,Drama",6.2,895,"Dwayne Johnson, Billy Bob Thornton, Oliver Jackson-Cohen, Maggie Grace, Carla Gugino",George Tillman Jr.,14.172,24000000.0,23081726
Fasting,2017,100.0,Documentary,6.5,2,"Joseph Antoun, Brittany Auerbach, John Barone, Brian Clement",Doug Orchard,1.33,200000.0,0
Fastwalkers Open Files Volume Five,2013,73.0,Documentary,10.0,1,Wendelle Stevens,Robert D. Miles,0.6,0.0,0
Fat Buddies,2018,109.0,"Action,Comedy",8.0,2,"Wen Zhang, Bao Bei Er, Clara Lee, Guo Jingfei, Yasuaki Kurata",Bao Bei Er,2.434,0.0,0
Fat Camp,2017,87.0,Comedy,7.0,1,"Brandon Braverman, Christopher Rivera, Christine Rodriguez, Natalie Weinberg",Adam Jordan Isaacs,0.6,0.0,0
Fat Kid Rules the World,2012,98.0,"Comedy,Drama",6.7,18,"Jacob Wysocki, Lili Simmons, Matt O'Leary, Billy Campbell, Vivan Dugré",Matthew Lillard,1.255,0.0,0
Fat Shaker,2013,85.0,"Drama,Fantasy,Mystery",5.5,2,"Levon Haftvan, Navid Mohammadzadeh, Maryam Palizban, Hassan Rostami",Mohammad Shirvani,1.156,0.0,0
"Fat, Sick & Nearly Dead",2010,97.0,Documentary,7.2,69,"Joe Cross, Phil Riverstone, Amy Badberg, Merv Cross, Virginia Cross",Kurt Engfehr,3.356,0.0,0
"Fat, Sick & Nearly Dead 2",2014,88.0,Documentary,6.2,28,Joe Cross,Kurt Engfehr,1.638,0.0,0
Fatal Call,2012,93.0,Thriller,4.3,9,"Jason London, Danielle Harris, Kevin Sorbo, Lochlyn Munro, Srikant Chellappa",Jack Snyder,1.244,0.0,0
Fatal Crossing,2018,95.0,Drama,10.0,1,"James Jagger, Dree Hemingway, Daya Vaidya, Katie Chang, Noah Robbins",Liam Hughes,2.593,0.0,0
Fatal Instinct,2014,90.0,Action,6.0,1,"Dominique Swain, Drew Fuller, Krista Allen, Masiela Lusha, Ivan Sergei",Luciano Saber,0.629,0.0,0
Fate,2014,,"Comedy,Drama",5.3,4,"Daniel Bonjour, Anne Clare Lush, Marshal Hilton, Jerry Hoffman, Laura Shields",Dan Sheldon,0.6,0.0,0
Fateful Findings,2013,100.0,"Drama,Fantasy,Mystery",4.2,28,"Neil Breen, Klara Landrat, Jennifer Autry, David Silva, Gloria Hoffman",Neil Breen,1.682,0.0,0
Father Figures,2017,113.0,"Adventure,Comedy,Drama",5.8,277,"Owen Wilson, Ed Helms, J.K. Simmons, Katt Williams, Terry Bradshaw",Lawrence Sher,12.45,25000000.0,25601244
Father of Invention,2010,93.0,"Comedy,Drama",5.4,70,"Kevin Spacey, Camilla Belle, Heather Graham, Virginia Madsen, John Stamos",Trent Cooper,5.238,0.0,0
Father of the Year,2018,94.0,Comedy,5.3,235,"David Spade, Nat Faxon, Joey Bragg, Matt Shively, Bridgit Mendler",Tyler Spindel,6.794,0.0,0
Father's Day,2012,128.0,Drama,5.9,37,"Adam Brooks, Matthew Kennedy, Conor Sweeney, Amy Groening, Garrett Hnatiuk",Adam Brooks,3.186,250000.0,0
Fatherland,2011,100.0,Drama,7.0,2,"Soso Lagidze, Anzor Gvadzabia, Beka Lemonjava",George Sikharulidze,0.6,0.0,0
Fathoms Deep,2011,82.0,Crime,3.0,1,"Zachary Ryan Block, Linda Bella, Robert Dill, Duane Daniels, Austin Galante",Zachary Ryan Block,0.625,50000.0,0
Fatima,2019,,Drama,10.0,1,"L.A. Marzulli, Francisco Mourão Corrêa, Manuel j. Gandra, Dr. Joaquim Fernandes, Mark Conn",L.A. Marzulli,0.6,0.0,0
Fattitude,2017,,Documentary,10.0,1,"Shiela Anderson, Ragan Chastain, Virgie Tovar",Viridiana Lieberman,0.6,0.0,0
Faults,2014,89.0,"Comedy,Crime,Drama",6.7,104,"Leland Orser, Mary Elizabeth Winstead, Chris Ellis, Jon Gries, Lance Reddick",Riley Stearns,5.495,0.0,0
Faust,2012,133.0,,6.9,69,"Johannes Zeiler, Anton Adasinsky, Isolda Dychauk, Georg Friedrich, Hanna Schygulla",Aleksandr Sokurov,4.943,0.0,58132
Favor,2013,102.0,Thriller,5.9,7,"Blayne Weaver, Patrick Day, Jeffrey Combs, Christina Rose, Mathis Fender",Paul Osborne,1.628,0.0,0
Fear Bay,2018,,Thriller,5.0,1,"Haley Webb, Donny Boaz, Cathy Baron, Jason Alan Smith",Damián Romay,1.859,0.0,0
Fear Clinic,2014,95.0,Horror,4.2,63,"Thomas Dekker, Robert Englund, Cleopatra Coleman, Fiona Dourif, Kevin Gage",Robert Hall,5.861,1000000.0,0
Fear Eats the Seoul,2011,99.0,"Drama,Horror,Thriller",4.0,2,"Amber Green, Elinza Pretorius, Miles Meili, Nick Calder, Hyun Do Kim",Nick Neon,1.155,0.0,0
Fear Level,2018,92.0,Horror,7.0,1,"Jason K. Wixom, Tua Kealoha, Kannika Coley, Cici Chambers, Savannah Meyer",JD Allen,1.998,0.0,0
Fear Lives Here,2012,80.0,"Horror,Sci-Fi,Thriller",4.5,3,,Michael Gordon,0.6,0.0,0
Fear No Fruit,2015,97.0,"Biography,Documentary,Family",6.0,1,Frieda Caplan,Mark Brian Smith,0.6,0.0,0
"Fear Nothing, Regret Less",2010,,Documentary,7.5,1,"Marc Leroux, Nick Bechard, Andy McQuade, Alex Nemphos, Cam Schmuck",Marc Leroux,0.691,0.0,0
"Fear Town, USA",2014,92.0,"Comedy,Horror",6.0,4,"Cody Lindquist, Mark Vigeant, Lily Du",Brandon Bassham,0.6,0.0,0
"Fear, Inc.",2016,90.0,"Action,Comedy,Horror",5.6,79,"Lucas Neff, Caitlin Stasey, Christopher Rodriguez Marquette, Stephanie Drake, Mark Moses",Vincent Masciale,7.566,0.0,0
Feast,2014,,Horror,8.0,578,"Stephen Apostolina, Kirk Baily, Ben Bledsoe, David Cowgill, Terri Douglas",Patrick Osborne,7.51,0.0,0
Feast of the Assumption: BTK and the Otero Family Murders,2010,86.0,"Crime,Documentary",3.7,3,,Marc Levitz,0.6,50000.0,0
Feast of the Body,2016,83.0,"Drama,Thriller",4.3,3,"Jeremy Walton, Laura Alexandra Ramos, Valerie Mya, Adam Brown, Adrienne Hunter",Jeremy Walton,1.542,0.0,0
Feast of the Epiphany,2018,80.0,Adventure,4.0,1,,Jeff Reichert,1.786,0.0,0
